Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A765993,*Toby,01/31/2018 10:53:00 AM,01/31/2018 10:53:00 AM,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Yellow,*Toby,02/05/2018 07:02:00 PM,02/05/2018 07:02:00 PM,01/31/2017,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow,0.0
A724773,Wheatley,10/20/2017 01:07:00 PM,10/20/2017 01:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,Wheatley,04/23/2016 04:08:00 PM,04/23/2016 04:08:00 PM,04/21/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,0.0
A803415,,08/31/2019 06:29:00 PM,08/31/2019 06:29:00 PM,Highway 290 And Blue Goose Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White,,09/07/2019 05:19:00 PM,09/07/2019 05:19:00 PM,08/31/2018,Dog,Spayed Female,1 year,Chihuahua Shorthair,Tan/White,0.0
A703079,,05/20/2015 12:10:00 PM,05/20/2015 12:10:00 PM,5916 Abby Ann Lane in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue,,05/20/2015 02:10:00 PM,05/20/2015 02:10:00 PM,04/28/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue,0.0
A782374,,10/14/2018 12:27:00 PM,10/14/2018 12:27:00 PM,4400 Glomar in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,,12/21/2018 09:50:00 AM,12/21/2018 09:50:00 AM,09/14/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A796584,,06/03/2019 12:05:00 PM,06/03/2019 12:05:00 PM,20640 Cameron Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Tan/White,,06/05/2019 11:29:00 AM,06/05/2019 11:29:00 AM,06/03/2017,Dog,Intact Female,2 years,Pit Bull,Tan/White,0.0
A777614,Kennedy,07/31/2018 02:04:00 PM,07/31/2018 02:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,White/Orange Tabby,Kennedy,08/04/2018 06:26:00 PM,08/04/2018 06:26:00 PM,03/31/2018,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Orange Tabby,0.0
A712143,Georgette,09/18/2015 11:07:00 AM,09/18/2015 11:07:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,14 years,Chow Chow,Red/Brown,Georgette,09/27/2015 11:13:00 AM,09/27/2015 11:13:00 AM,09/19/2001,Dog,Spayed Female,14 years,Chow Chow,Red/Brown,0.0
A734636,*Comet,09/10/2016 12:27:00 PM,09/10/2016 12:27:00 PM,S Congress Ave And E Ben White Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pharaoh Hound Mix,White/Black,*Comet,10/01/2016 05:02:00 PM,10/01/2016 05:02:00 PM,09/10/2014,Dog,Neutered Male,2 years,Pharaoh Hound Mix,White/Black,0.0
A807754,Rosebud,10/29/2019 11:38:00 AM,10/29/2019 11:38:00 AM,8100 Tapo Lane in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Rat Terrier,White/Black,Rosebud,11/02/2019 05:27:00 PM,11/02/2019 05:27:00 PM,05/30/2019,Dog,Spayed Female,5 months,Rat Terrier,White/Black,0.0
A761076,,10/28/2017 03:55:00 PM,10/28/2017 03:55:00 PM,611 Carpenter Ave in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Gray Tabby/White,,11/04/2017 05:00:00 PM,11/04/2017 05:00:00 PM,08/28/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby/White,0.0
A684628,*Cody,09/10/2014 11:36:00 AM,09/10/2014 11:36:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Akita Mix,Sable,*Cody,09/13/2014 12:02:00 PM,09/13/2014 12:02:00 PM,07/26/2013,Dog,Neutered Male,1 year,Akita Mix,Sable,0.0
A761373,,11/03/2017 03:11:00 PM,11/03/2017 03:11:00 PM,710 East Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,,11/07/2017 05:55:00 PM,11/07/2017 05:55:00 PM,09/03/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A717421,Iggy,12/07/2015 02:47:00 PM,12/07/2015 02:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Rat Terrier Mix,Black/Tan,Iggy,12/08/2015 06:29:00 PM,12/08/2015 06:29:00 PM,12/07/2014,Dog,Spayed Female,1 year,Rat Terrier Mix,Black/Tan,0.0
A680955,Avery,06/16/2014 01:06:00 PM,06/16/2014 01:06:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Buff,Avery,07/09/2014 01:10:00 PM,07/09/2014 01:10:00 PM,06/10/2012,Dog,Spayed Female,2 years,Labrador Retriever Mix,Buff,0.0
A747648,,04/22/2017 05:47:00 PM,04/22/2017 05:47:00 PM,5801 Ainez Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull Mix,Black/White,,04/22/2017 06:53:00 PM,04/22/2017 06:53:00 PM,02/07/2017,Dog,Intact Female,2 months,Pit Bull Mix,Black/White,0.0
A795684,*Daffodil,09/26/2019 12:28:00 PM,09/26/2019 12:28:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Pit Bull,White,*Daffodil,12/17/2019 12:54:00 PM,12/17/2019 12:54:00 PM,11/08/2011,Dog,Spayed Female,8 years,Pit Bull,White,0.0
A666090,*Beth,10/26/2013 03:52:00 PM,10/26/2013 03:52:00 PM,Ben White And S  Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Orange Tabby,*Beth,12/05/2013 07:05:00 PM,12/05/2013 07:05:00 PM,10/26/2010,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Orange Tabby,0.0
A765734,Chihuahua,01/25/2018 03:01:00 PM,01/25/2018 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,Chihuahua,01/29/2018 07:11:00 PM,01/29/2018 07:11:00 PM,10/25/2016,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,0.0
A681910,*Nash,06/21/2014 03:32:00 PM,06/21/2014 03:32:00 PM,3811 Leafield Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Boxer Mix,Brown/White,*Nash,06/26/2014 12:09:00 PM,06/26/2014 12:09:00 PM,06/21/2011,Dog,Intact Male,3 years,Boxer Mix,Brown/White,0.0
A722894,,03/23/2016 04:50:00 PM,03/23/2016 04:50:00 PM,221 E 9Th St in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat,Brown,,03/23/2016 05:35:00 PM,03/23/2016 05:35:00 PM,09/23/2015,Other,Unknown,5 months,Bat,Brown,1.0
A801516,,08/05/2019 01:08:00 PM,08/05/2019 01:08:00 PM,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Unknown,1 weeks,Domestic Shorthair,White/Black,,08/05/2019 02:13:00 PM,08/05/2019 02:13:00 PM,07/27/2019,Cat,Unknown,1 weeks,Domestic Shorthair,White/Black,0.0
A773502,,06/02/2018 10:48:00 AM,06/02/2018 10:48:00 AM,623 Pedernales in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,,06/02/2018 04:58:00 PM,06/02/2018 04:58:00 PM,05/18/2018,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A745960,Fra-1,03/27/2017 10:23:00 AM,03/27/2017 10:23:00 AM,Burnet Rd & St Joseph Blvd in Austin (TX),Stray,Injured,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Gray Tabby,Fra-1,03/27/2017 02:06:00 PM,03/27/2017 02:06:00 PM,03/27/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Gray Tabby,0.0
A687061,Blue,09/15/2014 02:04:00 PM,09/15/2014 02:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 months,Pit Bull Mix,Blue/White,Blue,09/18/2014 06:51:00 PM,09/18/2014 06:51:00 PM,05/30/2014,Dog,Spayed Female,3 months,Pit Bull Mix,Blue/White,0.0
A683580,Jack,07/12/2014 12:29:00 PM,07/12/2014 12:29:00 PM,Barton Springs Rd And S Mopac Expy in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White,Jack,07/12/2014 02:09:00 PM,07/12/2014 02:09:00 PM,07/12/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White,0.0
A794635,Shangoo,05/10/2019 01:18:00 PM,05/10/2019 01:18:00 PM,4201 S Congress in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Boxer,Black,Shangoo,05/22/2019 01:11:00 PM,05/22/2019 01:11:00 PM,05/10/2017,Dog,Neutered Male,2 years,Labrador Retriever/Boxer,Black,0.0
A751867,,06/14/2017 01:08:00 PM,06/14/2017 01:08:00 PM,Travis (TX),Stray,Injured,Dog,Intact Female,5 years,Australian Cattle Dog Mix,Tricolor,,06/18/2017 11:32:00 AM,06/18/2017 11:32:00 AM,01/14/2012,Dog,Intact Female,5 years,Australian Cattle Dog Mix,Tricolor,1.0
A734588,,09/09/2016 12:01:00 PM,09/09/2016 12:01:00 PM,500 E Stassney Ln in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Catahoula Mix,Blue Merle/White,,09/13/2016 06:41:00 PM,09/13/2016 06:41:00 PM,04/09/2016,Dog,Neutered Male,5 months,Catahoula Mix,Blue Merle/White,0.0
A680910,Coco,06/09/2014 05:01:00 PM,06/09/2014 05:01:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair,Calico,Coco,10/04/2014 02:03:00 PM,10/04/2014 02:03:00 PM,06/09/2010,Cat,Spayed Female,4 years,Domestic Shorthair,Calico,0.0
A684000,,07/18/2014 12:06:00 PM,07/18/2014 12:06:00 PM,507 Delmar in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Siamese,Seal Point,,07/18/2014 06:25:00 PM,07/18/2014 06:25:00 PM,07/09/2014,Cat,Unknown,1 weeks,Siamese,Seal Point,0.0
A694743,Oliver,01/03/2015 01:55:00 PM,01/03/2015 01:55:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Brown Tabby/White,Oliver,01/26/2015 04:12:00 PM,01/26/2015 04:12:00 PM,01/03/2001,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A695674,Chico,01/20/2015 12:06:00 PM,01/20/2015 12:06:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Rottweiler Mix,Black/Tan,Chico,01/23/2015 12:31:00 PM,01/23/2015 12:31:00 PM,01/20/2011,Dog,Neutered Male,4 years,Rottweiler Mix,Black/Tan,0.0
A671256,*Salty,01/21/2014 03:33:00 PM,01/21/2014 03:33:00 PM,1119 Linden in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Chocolate/White,*Salty,02/13/2014 04:52:00 PM,02/13/2014 04:52:00 PM,01/21/2012,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Chocolate/White,0.0
A738047,,11/08/2016 05:16:00 PM,11/08/2016 05:16:00 PM,8410 Alpine Dr in Travis (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,,11/08/2016 07:27:00 PM,11/08/2016 07:27:00 PM,11/01/2016,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,0.0
A711765,Bella,09/12/2015 07:52:00 AM,09/12/2015 07:52:00 AM,1105 Jewell St in Austin (TX),Stray,Normal,Dog,Spayed Female,15 years,German Shepherd Mix,Brown/Black,Bella,09/13/2015 12:47:00 PM,09/13/2015 12:47:00 PM,09/13/2000,Dog,Spayed Female,15 years,German Shepherd Mix,Brown/Black,0.0
A748159,,04/30/2017 10:54:00 AM,04/30/2017 10:54:00 AM,1005 W Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black/White,,07/11/2017 12:50:00 PM,07/11/2017 12:50:00 PM,03/30/2017,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black/White,0.0
A809782,Ari,12/01/2019 12:08:00 PM,12/01/2019 12:08:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd/Great Pyrenees,Cream,Ari,12/01/2019 05:18:00 PM,12/01/2019 05:18:00 PM,07/01/2018,Dog,Neutered Male,1 year,German Shepherd/Great Pyrenees,Cream,0.0
A785408,,12/02/2018 04:25:00 PM,12/02/2018 04:25:00 PM,14107 Sleepy Hollow Drive in Pflugerville (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,,12/17/2018 06:33:00 PM,12/17/2018 06:33:00 PM,09/02/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A733705,Emma Quin,09/07/2016 09:28:00 AM,09/07/2016 09:28:00 AM,6106 Kasper St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,Emma Quin,09/08/2016 06:45:00 PM,09/08/2016 06:45:00 PM,08/26/2014,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A669579,*Kitten,12/23/2013 12:43:00 PM,12/23/2013 12:43:00 PM,12609 Dessau Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Blue,*Kitten,12/30/2013 06:14:00 PM,12/30/2013 06:14:00 PM,12/23/2011,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Blue,0.0
A744353,*Gumbo,02/27/2017 01:41:00 PM,02/27/2017 01:41:00 PM,3501 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Miniature Pinscher,Red/White,*Gumbo,03/05/2017 10:42:00 PM,03/05/2017 10:42:00 PM,10/27/2016,Dog,Neutered Male,4 months,Miniature Pinscher,Red/White,0.0
A757693,205,09/05/2017 12:29:00 PM,09/05/2017 12:29:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,3 years,Cardigan Welsh Corgi/Australian Cattle Dog,Brown/White,205,09/18/2017 03:49:00 PM,09/18/2017 03:49:00 PM,09/05/2014,Dog,Neutered Male,3 years,Cardigan Welsh Corgi/Australian Cattle Dog,Brown/White,0.0
A683339,,07/09/2014 12:51:00 PM,07/09/2014 12:51:00 PM,Travis Heights Blvd And East Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan/White,,07/14/2014 03:20:00 PM,07/14/2014 03:20:00 PM,07/09/2010,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tan/White,0.0
A778044,Kiarra,08/08/2018 04:53:00 PM,08/08/2018 04:53:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,German Shepherd Mix,White/Brown,Kiarra,08/13/2018 04:22:00 PM,08/13/2018 04:22:00 PM,08/07/2015,Dog,Intact Female,3 years,German Shepherd Mix,White/Brown,0.0
A691880,,11/11/2014 12:59:00 PM,11/11/2014 12:59:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle,,11/12/2014 04:59:00 PM,11/12/2014 04:59:00 PM,09/19/2014,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle,0.0
A693189,*Julius,12/03/2014 03:25:00 PM,12/03/2014 03:25:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Cream Tabby/White,*Julius,12/07/2014 07:05:00 PM,12/07/2014 07:05:00 PM,08/19/2014,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby/White,0.0
A690688,,10/24/2014 11:10:00 AM,10/24/2014 11:10:00 AM,Riverside And Grove in Austin (TX),Stray,Sick,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Tan/White,,10/24/2014 03:07:00 PM,10/24/2014 03:07:00 PM,07/24/2014,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Tan/White,0.0
A684237,*Henry,07/21/2014 11:22:00 AM,07/21/2014 11:22:00 AM,13104 Viento Del Sur St in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,*Henry,08/08/2014 06:38:00 PM,08/08/2014 06:38:00 PM,06/21/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,1.0
A804726,*Binx,10/24/2019 05:58:00 PM,10/24/2019 05:58:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,*Binx,11/08/2019 12:00:00 AM,11/08/2019 12:00:00 AM,09/18/2017,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,0.0
A710238,,08/20/2015 11:05:00 AM,08/20/2015 11:05:00 AM,2501 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,,08/20/2015 12:16:00 PM,08/20/2015 12:16:00 PM,07/29/2015,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A686843,Stella,08/27/2014 03:40:00 PM,08/27/2014 03:40:00 PM,10402 Little Pebble Dr Unit A in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,Stella,11/16/2014 05:12:00 PM,11/16/2014 05:12:00 PM,02/27/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A686227,,08/18/2014 05:46:00 PM,08/18/2014 05:46:00 PM,4115 Freidrich Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Brown,,09/17/2014 05:27:00 PM,09/17/2014 05:27:00 PM,08/18/2013,Other,Unknown,1 year,Bat,Black/Brown,1.0
A676294,Princess,04/07/2014 03:14:00 PM,04/07/2014 03:14:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair,Buff,Princess,04/08/2014 03:29:00 PM,04/08/2014 03:29:00 PM,11/22/2013,Dog,Intact Female,4 months,Chihuahua Shorthair,Buff,0.0
A665125,,10/14/2013 10:45:00 AM,10/14/2013 10:45:00 AM,9110 Us Hwy 183 South in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby,,10/14/2013 12:16:00 PM,10/14/2013 12:16:00 PM,09/22/2013,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby,0.0
A671534,Stella,03/23/2014 01:56:00 PM,03/23/2014 01:56:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Snowshoe,Seal Point/White,Stella,03/31/2014 06:14:00 PM,03/31/2014 06:14:00 PM,01/26/2013,Cat,Spayed Female,1 year,Snowshoe,Seal Point/White,0.0
A689898,,10/11/2014 11:22:00 AM,10/11/2014 11:22:00 AM,11901 Springwater Cir in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby,,10/12/2014 09:00:00 AM,10/12/2014 09:00:00 AM,10/11/2013,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A664767,Tasha Yar,10/08/2013 05:25:00 PM,10/08/2013 05:25:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Plott Hound/Pit Bull,Brown Brindle/White,Tasha Yar,11/05/2013 02:22:00 PM,11/05/2013 02:22:00 PM,06/08/2013,Dog,Spayed Female,4 months,Plott Hound/Pit Bull,Brown Brindle/White,0.0
A777804,*Maisie,08/03/2018 03:21:00 PM,08/03/2018 03:21:00 PM,1109 Glen Summer Cove in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Miniature Schnauzer/Dachshund,Gray/Black,*Maisie,08/31/2018 08:18:00 AM,08/31/2018 08:18:00 AM,08/09/2008,Dog,Spayed Female,10 years,Miniature Schnauzer/Dachshund,Gray/Black,0.0
A775646,*Pierre,07/03/2018 09:42:00 AM,07/03/2018 09:42:00 AM,Del Valle (TX),Stray,Nursing,Dog,Intact Male,1 day,Cairn Terrier Mix,Tan,*Pierre,09/11/2018 12:53:00 PM,09/11/2018 12:53:00 PM,07/02/2018,Dog,Neutered Male,2 months,Cairn Terrier Mix,Tan,0.0
A723542,*Hondo,04/02/2016 06:45:00 PM,04/02/2016 06:45:00 PM,9815 Copper Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pit Bull Mix,Chocolate/White,*Hondo,04/25/2016 05:52:00 PM,04/25/2016 05:52:00 PM,06/02/2015,Dog,Neutered Male,10 months,Pit Bull Mix,Chocolate/White,0.0
A664494,*Flower,10/04/2013 11:44:00 AM,10/04/2013 11:44:00 AM,Great Hills Trail in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Longhair Mix,Tortie,*Flower,10/12/2013 07:19:00 PM,10/12/2013 07:19:00 PM,10/04/2006,Cat,Spayed Female,7 years,Domestic Longhair Mix,Tortie,0.0
A699845,,04/03/2015 01:18:00 PM,04/03/2015 01:18:00 PM,900 Barton Springs Rd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Brown,,04/04/2015 08:22:00 AM,04/04/2015 08:22:00 AM,04/03/2013,Other,Unknown,2 years,Bat Mix,Brown,1.0
A694987,Sophia,01/07/2015 12:48:00 PM,01/07/2015 12:48:00 PM,Austin (TX),Public Assist,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,Sophia,01/18/2015 05:44:00 PM,01/18/2015 05:44:00 PM,01/07/2014,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0.0
A688556,Cry Baby,09/20/2014 04:06:00 PM,09/20/2014 04:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,Cry Baby,09/28/2014 01:46:00 PM,09/28/2014 01:46:00 PM,07/12/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A704484,,06/05/2015 12:46:00 PM,06/05/2015 12:46:00 PM,21428 Creekside in Leander (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,,06/06/2015 06:41:00 PM,06/06/2015 06:41:00 PM,05/17/2015,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,1.0
A780287,Chico,09/12/2018 01:55:00 PM,09/12/2018 01:55:00 PM,8408 Staunton Drive in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Cream,Chico,09/13/2018 03:49:00 PM,09/13/2018 03:49:00 PM,09/13/2011,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Cream,0.0
A761959,*Vivie,11/12/2017 02:22:00 PM,11/12/2017 02:22:00 PM,Escarpment And Convict Hill in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Brown/White,*Vivie,12/22/2017 04:49:00 PM,12/22/2017 04:49:00 PM,11/12/2013,Dog,Spayed Female,4 years,Pit Bull Mix,Brown/White,0.0
A636828,Boss,10/10/2013 10:14:00 AM,10/10/2013 10:14:00 AM,Euth Request in Austin (TX),Euthanasia Request,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,Boss,10/10/2013 11:05:00 AM,10/10/2013 11:05:00 AM,09/10/2011,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,1.0
A667079,*Simon,11/12/2013 01:32:00 PM,11/12/2013 01:32:00 PM,Fairfield  Dr/ 183 Parkfield Dr in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Chocolate/White,*Simon,11/21/2013 01:48:00 PM,11/21/2013 01:48:00 PM,11/12/2006,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Chocolate/White,0.0
A689136,Meow,09/29/2014 06:01:00 PM,09/29/2014 06:01:00 PM,2011 Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,Meow,10/12/2014 06:19:00 PM,10/12/2014 06:19:00 PM,07/29/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A745009,Junior,03/11/2017 11:27:00 AM,03/11/2017 11:27:00 AM,1909 Scofield Ln in Austin (TX),Stray,Aged,Dog,Intact Male,14 years,American Bulldog Mix,Black/White,Junior,03/13/2017 11:43:00 AM,03/13/2017 11:43:00 AM,09/23/2002,Dog,Intact Male,14 years,American Bulldog Mix,Black/White,0.0
A793837,,04/30/2019 04:21:00 PM,04/30/2019 04:21:00 PM,4501 E. Riverside #1041 in Austin (TX),Stray,Pregnant,Cat,Intact Female,3 years,Domestic Medium Hair Mix,White,,05/01/2019 11:59:00 AM,05/01/2019 11:59:00 AM,04/30/2016,Cat,Intact Female,3 years,Domestic Medium Hair Mix,White,0.0
A755374,,08/02/2017 01:12:00 PM,08/02/2017 01:12:00 PM,1402 Cardinal Hill Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,,08/13/2017 12:58:00 PM,08/13/2017 12:58:00 PM,08/02/2016,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,0.0
A710252,,08/20/2015 12:38:00 PM,08/20/2015 12:38:00 PM,4603 Glade Line in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Blue Lacy Mix,Fawn,,08/24/2015 05:02:00 PM,08/24/2015 05:02:00 PM,02/20/2015,Dog,Spayed Female,6 months,Blue Lacy Mix,Fawn,0.0
A702270,,05/11/2015 03:15:00 PM,05/11/2015 03:15:00 PM,S Lamar Blvd & La Casa Dr in Austin (TX),Stray,Nursing,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,,05/11/2015 05:26:00 PM,05/11/2015 05:26:00 PM,05/01/2015,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A779282,,08/29/2018 12:46:00 PM,08/29/2018 12:46:00 PM,13021 Legendary Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,,09/02/2018 05:46:00 PM,09/02/2018 05:46:00 PM,05/29/2018,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,0.0
A706447,Luna,06/29/2015 11:06:00 AM,06/29/2015 11:06:00 AM,8600 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Luna,07/30/2015 07:12:00 PM,07/30/2015 07:12:00 PM,05/07/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
